city,name,address,location_lat,location_lng,phone,rating,reviews,price_level,website,open_now
New York,Studio by Tishman Speyer,"11 W 42nd St 2nd Floor, New York, NY 10036, USA",40.7543961,-73.9817833,(646) 688-0970,5,4,,https://yourstudio.com/locations/11-west-42/,False
New York,H H Realty Group,"295 Madison Ave, New York, NY 10017, USA",40.7516978,-73.9796619,(212) 734-1800,1,1,,,
New York,Ellington,"260 W 52nd St, New York, NY 10019, USA",40.76324959999999,-73.9849654,(833) 863-7719,4.4,64,,https://www.ellingtonnyc.com/,False
New York,Lincoln Property Company,"370 Lexington Ave Suite 608, New York, NY 10017, USA",40.7507226,-73.9768813,(212) 752-0638,4,2,,http://www.lpcnytri-state.com/,False
New York,"RIPCO Real Estate, LLC","150 E 58th St 15th floor, New York, NY 10155, USA",40.761118,-73.968195,(212) 750-6565,3.3,7,,http://www.ripcony.com/,False
New York,Manocherian Brothers,"150 E 58th St #2801, New York, NY 10155, USA",40.7611129,-73.96800019999999,(212) 355-4900,3.9,9,,https://manocherianbrothers.com/,False
New York,HQ Grand Central,"100 Park Ave 16th floor, New York, NY 10017, USA",40.75155880000001,-73.97888990000001,(212) 880-6400,3.8,5,,https://www.hq.com/en/united-states/new-york/new-york?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,True
New York,Kushner,"767 5th Ave 50th Floor, New York, NY 10153, USA",40.7637146,-73.9725928,(212) 527-7000,1.9,37,,https://kushner.com/,False
New York,Solow Realty Co LLC,"East River Realty Company, LLC, 9 W 57th St #45, New York, NY 10019, USA",40.76366770000001,-73.97480159999999,(212) 838-9813,5,3,,http://www.solowresidential.com/,
New York,The Centria,"18 W 48th St, New York, NY 10036, USA",40.7576842,-73.97923519999999,(212) 730-0943,4.4,18,,https://www.thecentria.com/,False
New York,Berkshire Designers Ltd.,"1650 Broadway, New York, NY 10019, USA",40.7618157,-73.9833893,(212) 977-1480,,,,,
New York,Studio by Tishman Speyer,"156 W 56th St CitySpire, 3rd Floor, New York, NY 10019, USA",40.76424859999999,-73.9797499,(646) 688-1095,4.2,5,,,False
New York,Aegean Capital,"150 E 58th St #2000, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 371-8636,5,1,,https://aegeancapitalllc.com/,
New York,North Star Property Co,"150 E 58th St #2001, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 371-5300,,,,http://nrstr.com/,
New York,Belle Maison Realty Inc,"100 Park Ave, New York, NY 10017, USA",40.7513403,-73.9787503,(212) 722-6917,,,,,
New York,Midtown Commercial Real Estate,"450 7th Ave Suite 2702, New York, NY 10123, USA",40.7514516,-73.9907621,(212) 947-5500,4.8,5,,http://www.midcomre.com/,
New York,NINHURSAG PROPERTIES,"Showroom temporarily closed, 325 W 38th St, New York, NY 10018, USA",40.7554377,-73.9926932,(480) 287-9242,3.1,84,,,
New York,Brookfield Properties,"450 W 33rd St, New York, NY 10001, USA",40.7534792,-73.99899590000001,(212) 560-0710,3.3,4,,https://www.brookfieldproperties.com/,
New York,One Grand Central Place,"60 E 42nd St, New York, NY 10165, USA",40.7522892,-73.9784701,(212) 697-0696,4.4,220,,http://www.empirestaterealtytrust.com/properties/office/one-grand-central-place1,True
New York,1031 Exchange Properties NYC,"401 E 60th St, New York, NY 10065, USA",40.7602757,-73.9609519,(646) 248-7747,,,,,True
New York,Park Avenue International Partners,"60 E 42nd St STE 305, New York, NY 10165, USA",40.7521229,-73.9787369,(212) 682-6020,,,,,
New York,I Neuman & Sons Inc,"122 E 42nd St #3008, New York, NY 10168, USA",40.7514966,-73.9765573,(212) 867-0683,3.3,3,,,
New York,Ashley Capital,"140 E 45th St, New York, NY 10165, USA",40.7527567,-73.9740911,(212) 755-1900,,,,http://www.ashleycapital.com/,False
New York,Barkin & Associates Real Estate,"1345 6th Ave 2ND FLOOR, New York, NY 10105, USA",40.762913,-73.97907649999999,(212) 246-1740,,,,http://www.barkinassoc.com/,
New York,Dermer Management,"336 Lexington Ave, New York, NY 10016, USA",40.7497776,-73.97754730000001,(212) 683-6655 ext. 2,4.1,9,,http://www.dermanagement.com/,False
New York,Sidney Fetner Associates,"1 Bryant Pk #48, New York, NY 10036, USA",40.7554698,-73.9845492,(212) 427-9700,,,,https://www.fetner.com/about/team/,
New York,The Ritz Plaza,"235 W 48th St, New York, NY 10036, USA",40.7608363,-73.98601699999999,,3.8,114,,https://www.stonehengenyc.com/buildings/the-ritz-plaza,False
New York,Edward Warren & Co,"575 Lexington Ave # 2890, New York, NY 10022, USA",40.7572872,-73.9712797,,3,1,,,
New York,Witkoff Group,"40 W 57th St #1620, New York, NY 10019, USA",40.7635367,-73.97647789999999,(212) 672-4700,1,1,,http://www.witkoff.com/,True
New York,Siba Management,"580 5th Ave #33, New York, NY 10036, USA",40.756935,-73.978799,(212) 921-7744,2.7,18,,,False
New York,NextHome Residential,"540 Madison Ave 24th Floor, New York, NY 10022, USA",40.7609466,-73.973758,(212) 300-6140,4,4,,https://nyc.nhresi.com/,
New York,Square Foot Realty LLC,"225 W 34th St. #1805, New York, NY 10122, USA",40.7518134,-73.9916803,(917) 699-1055,,,,https://www.squarefoot.com/,
New York,Columbus Square,"808 Columbus Ave Unit 20E, New York, NY 10025, USA",40.7946801,-73.9666433,(332) 284-1011,4.6,268,,http://www.udr.com/new-york-city-apartments/upper-west-side/columbus-square/,False
New York,Equity Office Properties,"717 5th Ave #19, New York, NY 10022, USA",40.7619026,-73.9741576,(212) 355-9384,5,2,,,
New York,The Beaux Arts,"307 E 44th St, New York, NY 10017, USA",40.7509384,-73.97032229999999,(212) 986-6655,4.3,44,,https://brodsky.com/rentals/midtown-east/the-beaux-arts,False
New York,West 96th Apartments,"750 Columbus Ave, New York, NY 10025, USA",40.793337,-73.967587,(212) 316-1000,4.6,56,,http://www.equityapartments.com/new-york-city/upper-west-side/west-96th-apartments,False
New York,4Q Consulting LLC,"244 5th Ave #1430, New York, NY 10001, USA",40.7446338,-73.98773030000001,(347) 834-4557,,,,http://4qconsult.com/,False
New York,MCCALL GROUP,"244 5th Ave, New York, NY 10001, USA",40.7446237,-73.98766309999999,(212) 465-3219,,,,,
New York,Capital Properties Services LLC,"717 5th Ave #20, New York, NY 10022, USA",40.7619026,-73.9741576,(212) 207-3708,,,,https://capitalproperties.com/,
New York,"Pearson Partners, Inc.","630 5th Ave #2820, New York, NY 10111, USA",40.758995,-73.9772981,(212) 332-2750,,,,http://prs-re.com/,
New York,OfficeFinder New York City,"Lefcourt-Marlboro Building, 1359 Broadway #720, New York, NY 10018, USA",40.7518488,-73.9879,(425) 890-0447,,,,http://www.officefinder.com/?source=glocal,
New York,Goldin Choice Management,"254 W 31st St 6th flr, New York, NY 10001, USA",40.749906,-73.9944068,(718) 230-2600,3,28,,http://www.goldinchoice.com/,False
New York,One Beacon Court Condominium,"151 E 58th St, New York, NY 10022, USA",40.7614899,-73.9678642,(212) 207-3880,4.8,24,,https://onebeaconcourtnyc.com/,True
New York,ELIKA Real Estate,"101 Avenue of the Americas 9th Floor, New York, NY 10013, USA",40.7234004,-74.00543789999999,(212) 590-0540,4.9,74,,https://www.elikarealestate.com/,False
