city,name,address,location_lat,location_lng,phone,rating,reviews,price_level,website,open_now
New York,East Coast Automotive inc.,"36-15A Vernon Blvd, Astoria, NY 11106, USA",40.7615432,-73.9425888,(718) 361-3000,4.4,91,,http://www.eastcoastautomotiveinc.com/,False
New York,Knickerbocker Plate Glass Corporation,"300 E 54th St # 20F, New York, NY 10022, USA",40.7570848,-73.9663765,(212) 247-8500,,,,,False
New York,Speed Motorcycles,"34-26 31st St, Astoria, NY 11106, USA",40.7591111,-73.92806,(917) 492-1573,4.6,184,,http://www.speed-motorcycles-nyc.com/,False
New York,CEBI Management Inc,"21-17 Jackson Ave, Long Island City, NY 11101, USA",40.7450891,-73.94811779999999,,,,,,
New York,Auto Care East,"243 E 94th St, New York, NY 10128, USA",40.7834153,-73.9485191,(212) 988-1515,4.6,223,,http://www.autocareeast.com/,False
New York,Palladium Window Solutions,"121 Varick St # 201, New York, NY 10013, USA",40.7248564,-74.0061279,(212) 748-5674,3.8,9,,http://www.palladiumwindow.com/,False
New York,MotorGrrl,"42 Dobbin St, Brooklyn, NY 11222, USA",40.7235374,-73.95344539999999,(718) 384-0811,4.3,173,,http://motorgrrl.com/,False
New York,NAPA Auto Parts - National Auto Parts,"35-34 11th St, Long Island City, NY 11106, USA",40.76204200000001,-73.93979300000001,(718) 726-4100,4.4,170,,https://www.napaonline.com/en/ny/astoria/store/28523?sdref=modal,False
New York,Autoweek Sales Office,"711 3rd Ave, New York, NY 10017, USA",40.7522417,-73.97294769999999,(212) 210-0237,5,1,,,
New York,Del-Sol Services Center,"5500 John F. Kennedy Blvd, West New York, NJ 07093, USA",40.7878958,-74.0231498,(201) 863-1872,4,4,,,
New York,Indian Larry Motorcycles NYC,"70 N 15th St, Brooklyn, NY 11249, USA",40.7236669,-73.95549319999999,(718) 609-9184,4.5,161,,http://www.indianlarry.com/,
New York,primoto NYC,"37-39 Crescent St, Long Island City, NY 11101, USA",40.75591989999999,-73.935454,(347) 924-9126,,,,,
New York,Car Accessories Inc,"501A W 45th St, New York, NY 10036, USA",40.7617757,-73.99436779999999,(212) 246-0816,3.6,21,1,,False
New York,Silver Star Motors,"36-11 Northern Blvd, Long Island City, NY 11101, USA",40.7522032,-73.9271579,(718) 361-2332,4.4,3575,,https://www.silverstarny.com/?utm_source=google-my-business&utm_medium=organic,False
New York,54th Street Auto Care,"415 W 54th St, New York, NY 10019, USA",40.7665615,-73.9879156,(212) 265-3120,4.1,302,,http://www.54thstreetauto.com/,False
New York,A&M Auto Repair & Collision,"42-56 21st St, Long Island City, NY 11101, USA",40.7510072,-73.9456459,(718) 786-8788,4.8,233,,https://amautorepair.com/,False
New York,Auto Body Repair NYC,"537 W 38th St, New York, NY 10018, USA",40.7580234,-73.9989069,(212) 564-7100,3.7,43,,https://www.a1collisionny.com/,True
New York,Kustom Outfitterz,"4412 Palisade Ave, Union City, NJ 07087, USA",40.7779235,-74.0212262,(201) 392-8844,4.7,83,,http://www.kustomoutfitterz.com/,False
New York,NAPA Auto Parts - PM Auto parts,"201 McGuinness Blvd, Brooklyn, NY 11222, USA",40.729072,-73.950942,(718) 383-2408,4.4,85,,https://www.napaonline.com/en/NY/Brooklyn/store/28683?cid=pl_jobber_google_dac_28683_ao,False
New York,APG Design Studio | New York,"1330 6th Ave Suite 23A, New York, NY 10019, USA",40.7619309,-73.97844909999999,(212) 929-8081,5,1,,http://www.apgdesignstudio.com/,False
New York,Orsap Towing and Auto Repair,"520 W 44th St, New York, NY 10036, USA",40.7613024,-73.995719,(212) 967-7577,3.3,17,,http://24nyctowing.com/,False
New York,Manhattan Auto Repair Inc.,"552 W 48th St, New York, NY 10036, USA",40.76424249999999,-73.995072,(212) 757-4366,4.6,258,,http://manhattanautoinc.com/,False
New York,Audio Designs,"621 W 46th St #1, New York, NY 10036, USA",40.7637054,-73.9969502,(212) 255-8900,5,21,,http://autodesignnyc.com/,False
New York,Simon's Window Cleaning,"745 5th Ave 5th Floor PMB, # 583, New York, NY 10151, USA",40.7631712,-73.9733933,(332) 877-1119,5,839,,https://simonswindows.com/,False
New York,Alliance Glass Inc,"660 Lexington Ave, New York, NY 10022, USA",40.7598725,-73.9701307,,4,4,,http://www.allianceglassinc.com/contact.html,
New York,Audi NYC Parts,"800 11th Ave. at, W 55th St, New York, NY 10019, USA",40.76906719999999,-73.99194949999999,(646) 358-8163,3.9,8,,https://www.audimanhattan.com/parts/index.htm?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,False
New York,Open Road Volkswagen of Manhattan Parts Department,"802 11th Ave, New York, NY 10019, USA",40.7692142,-73.9916124,(646) 358-8163,4.1,30,,https://www.vwparts.nyc/,False
New York,BMW of Manhattan Service Center,"555 W 57th St suite a, New York, NY 10019, USA",40.7704371,-73.9899758,(212) 586-2269,3.9,213,,https://www.bmwnyc.com/service/?utm_source=google&utm_medium=organic&utm_campaign=gbp_service,False
New York,Nortronics nyc ltd,"29 W 27th St, New York, NY 10001, USA",40.7448669,-73.98938849999999,(212) 725-3992,4.6,33,,http://nortronicsnycltd.com/,False
New York,Posto Ipiranga,"Av. Juracy Magalhães, 3951 - Boa Vista, Vitória da Conquista - Bahia, 10065, Brazil",40.7644779,-73.96615969999999,(71) 99256-3046,4,138,,https://www.ipiranga.com.br/wps/portal/pt-br/ipiranga/inicio,
New York,Spokesman Cycles,"313 E 60th St, New York, NY 10022, USA",40.7610629,-73.9629935,(929) 413-3002,3.4,128,,,
New York,Major World Chrysler Dodge Jeep Ram Service,"42-05 12th St, Long Island City, NY 11101, USA",40.75249090000001,-73.94562549999999,(929) 380-8223,3.7,291,,https://www.majorworldchryslerdodgejeepram.com/online-service-scheduler/,False
New York,Pedro's Auto Repair,"127 41st St #29, Union City, NJ 07087, USA",40.775142,-74.0218021,(201) 867-4239,4.2,41,,,False
New York,Precision Auto Works (Auto Repair & Maintenance),"10-29 46th Rd, Long Island City, NY 11101, USA",40.7461777,-73.9517491,(718) 786-2923,4.6,278,,http://www.precisionautorepair.nyc/,False
New York,H D Glass Inc,"38-21 10th St, Long Island City, NY 11101, USA",40.7589243,-73.9427457,(718) 482-9303,5,2,,,
New York,Dakar Transmission corp,"36-15 Vernon Blvd, Long Island City, NY 11106, USA",40.761461,-73.9426639,(718) 786-0006,4.3,84,,https://dakartransmission.com/,False
New York,Palisade Tires Services,"4709 Palisade Ave, Union City, NJ 07087, USA",40.7805405,-74.0201792,(201) 866-9222,4.6,64,,,False
New York,King of Queens Auto Service Corp.,"10-02 38th Ave, Long Island City, NY 11101, USA",40.75851050000001,-73.9423995,(718) 786-0010,4.1,662,,,False
New York,TopLine Auto Repair LLC,"3205 Hudson Ave, Union City, NJ 07087, USA",40.76969,-74.026809,(201) 453-3076,,,,,
New York,E & Y Distributors,"35-01 Vernon Blvd, Astoria, NY 11106, USA",40.7635839,-73.9413024,(718) 677-7373,3.7,24,,https://eydistributors.com/contacts/,False
New York,Auto Car Image,"21-21 41st Ave, Long Island City, NY 11101, USA",40.7538383,-73.9413484,(646) 620-0111,5,1,,https://autocarimage.com/,
New York,Castillo's Auto Repair,"3405 Palisade Ave, Union City, NJ 07087, USA",40.7720632,-74.0262149,(201) 866-8046,4.6,63,,http://www.facebook.com/castillosautorepair,False
New York,RPC & C,"24-15 Queens Plaza N, Long Island City, NY 11101, USA",40.7512236,-73.9404138,(718) 784-3708,4,1,,,True
New York,Gulf West New York,"6031 Broadway, West New York, NJ 07093, USA",40.7875701,-74.0102459,(201) 430-9967,4.2,43,,https://gulfoil.com/,
New York,Jingle Bells Electronics,"4311 Bergenline Ave, Union City, NJ 07087, USA",40.7783917,-74.02451719999999,(201) 866-5033,4.5,411,,https://www.electronicscity.com/,False
New York,Don Jose General Mechanics,"416 45th St, Union City, NJ 07087, USA",40.77918409999999,-74.0228781,(201) 552-8783,3.5,28,,https://wa.me/12015528783?text=Hola%20podr%C3%ADa%20hacer%20una%20cita,False
New York,Rizo Auto Body LLC,"418 50th St, West New York, NJ 07093, USA",40.78246,-74.01955099999999,(201) 758-8427,4.7,69,,https://rizoautobody.com/,False
New York,TUNE AUTO PARTS LLC,"325 48th St, Union City, NJ 07087, USA",40.7811171,-74.0209563,,2.3,3,,http://tuneautoparts.com/,False
New York,Chile Auto Repair,"5901 Hudson Ave, West New York, NJ 07093, USA",40.7867735,-74.01322309999999,(201) 854-0080,4.1,78,,http://www.facebook.com/chileautorepair,False
