city,name,address,location_lat,location_lng,phone,rating,reviews,price_level,website,open_now
New York,Crunch Fitness - 34th Street,"222 E 34th St, New York, NY 10016, USA",40.7449717,-73.9770424,(212) 545-9757,3.4,364,,https://www.crunch.com/locations/e-34th-st,True
New York,CompleteBody 19th Street,"22 W 19th St, New York, NY 10011, USA",40.7394932,-73.9928627,(212) 777-7719,4.7,251,,https://www.completebody.com/completebody-19th-best-bodybuilding-gym-in-nyc/,True
New York,Equinox East 44th Street,"420 Lexington Ave, New York, NY 10170, USA",40.7525075,-73.9754664,(212) 953-2499,4,74,3,https://www.equinox.com/clubs/new-york/midtown/east44th?cid=gmb,True
New York,Athletic and Swim Club,"787 7th Ave, New York, NY 10019, USA",40.7618716,-73.98222299999999,(212) 265-3490,4.5,79,,https://athleticandswimclub.com/,True
New York,CrossFit Hell's Kitchen NYC,"361 W 36th St., New York, NY 10018, USA",40.7545853,-73.9947272,(332) 281-9711,4.6,156,,http://crossfithellskitchen.com/,True
New York,Performing Arts Physical Therapy,"330West 42nd Street, Ground Floor, New York, NY 10036, USA",40.7575867,-73.9915613,(212) 245-7278,3.4,5,,http://www.performingartspt.com/,
New York,LL Studio/Flatiron,"166 5th Ave, New York, NY 10010, USA",40.7406456,-73.9904763,(646) 799-9591,4.5,43,,https://llstudio.vhx.tv/,
New York,PureGym Murray Hill,"600 3rd Ave, New York, NY 10016, USA",40.7492843,-73.9757158,,4.1,453,,https://www.puregym.com/us/gyms/ny/new-york-600-third-avenue,True
New York,Equinox East 61st Street,"330 E 61st St, New York, NY 10065, USA",40.761031,-73.9620195,(212) 355-5100,3.5,178,,https://www.equinox.com/clubs/new-york/uptown/east61st?cid=gmb,True
New York,Tai Chi Chuan: WholenessInMotion,"115 W 27th St Floor 6F, New York, NY 10001, USA",40.7460293,-73.991686,(718) 797-1238,5,1,,https://wholenessinmotionnyc.com/,
New York,Barry's Chelsea,"135 W 20th St, New York, NY 10011, USA",40.7418531,-73.995542,(646) 559-2721,4.6,419,,https://www.barrys.com/studio/chelsea,True
New York,Om Factory NYC,"873 Broadway # 202, New York, NY 10003, USA",40.73815829999999,-73.9902003,(212) 353-3500,4.6,163,,http://www.omfactory.yoga/,False
New York,Greenpoint YMCA,"99 Meserole Ave, Brooklyn, NY 11222, USA",40.727041,-73.9534,(212) 912-2260,3.3,132,,https://ymcanyc.org/locations/greenpoint-ymca?utm_source=google&utm_medium=organic&utm_campaign=gbp,True
New York,NYU Palladium Athletic Facility,"140 E 14th St, New York, NY 10003, USA",40.7334785,-73.9880682,(212) 992-8500,4.3,207,,https://gonyuathletics.com/sports/palladium-athletic-facility,False
New York,Crunch Fitness - Chelsea,"220 W 19th St, New York, NY 10011, USA",40.7418793,-73.9985166,(212) 370-0998,4.2,368,,https://www.crunch.com/locations/chelsea,True
New York,MD Longevity,"1112 Park Ave, New York, NY 10128, USA",40.7828312,-73.9559352,(646) 397-7927,4.5,8,,https://www.mdlongevity.com/,False
New York,Evolution Muay Thai,"213 W 35th St, New York, NY 10001, USA",40.752121,-73.9907064,(646) 649-3976,4.8,77,,http://www.evolutionmuaythai.com/,False
New York,Crunch Fitness - 83rd Street,"162 W 83rd St, New York, NY 10024, USA",40.7852234,-73.9758863,(212) 875-1902,3.9,418,,https://www.crunch.com/locations/w-83rd-st,True
New York,Physical Therapy Associates of New York,"19 W 21st St #404, New York, NY 10010, USA",40.740998,-73.99171799999999,(212) 366-4450,5,11,,https://ptany.com/,False
New York,Movement Beyond,"401 Broadway STE 709, New York, NY 10013, USA",40.7189608,-74.00279379999999,(646) 613-8086,5,11,,http://www.movementbeyond.com/,False
New York,PHLEX NYC,"370 Lexington Ave #2300, New York, NY 10017, USA",40.7508086,-73.9769882,(646) 885-6605,5,2,,http://www.phlexnyc.com/,False
New York,Clockwork Jiu Jitsu,"650 Broadway 2nd floor, New York, NY 10012, USA",40.7267018,-73.9953402,(212) 675-0300,5,331,,http://www.clockworkbjj.com/,False
New York,Mongoose Bodyworks - Pilates in Soho NYC,"594 Broadway #904, New York, NY 10012, USA",40.7249224,-73.997051,(212) 431-8377,5,31,,https://www.mongoosebodyworks.com/,False
New York,Yoga to the People,"115 W 27th St 3rd floor, New York, NY 10001, USA",40.745885,-73.991768,(917) 573-9642,4.5,61,,http://yogatothepeople.com/new-york/27th-street/,
New York,Core Pilates NYC,"900 Broadway # 603, New York, NY 10003, USA",40.7388492,-73.9895501,(212) 260-5464,4.5,64,,https://corepilatesnyc.com/,False
New York,Brownings Fitness,"28 E 72nd St 2nd Floor, New York, NY 10021, USA",40.7715362,-73.96521299999999,(866) 500-1909,,,,http://www.browningsfitness.com/,True
New York,Bandana Training Club,"146 W 23rd St, New York, NY 10011, USA",40.7433498,-73.9946439,,,,,http://bandanatraining.com/,True
New York,bodē nyc Upper East Side,"173 E 83rd St, New York, NY 10028, USA",40.7771451,-73.9556468,(212) 288-9642,4.2,220,,http://bodenyc.com/,False
New York,Equinox East 74th Street,"1429 2nd Ave, New York, NY 10021, USA",40.770535,-73.9574653,(212) 249-3917,3.3,120,,https://www.equinox.com/clubs/new-york/uptown/east74th?cid=gmb,True
New York,Equinox West 92nd Street,"2465 Broadway, New York, NY 10025, USA",40.7919443,-73.9743251,(212) 799-1818,4,227,3,https://www.equinox.com/clubs/new-york/uptown/west92nd?cid=gmb,True
