city,name,address,location_lat,location_lng,phone,rating,reviews,price_level,website,open_now
New York,Del Frisco's Grille,"50 Rockefeller Plaza, New York, NY 10020, USA",40.75965860000001,-73.9783169,(212) 767-0371,4.2,1997,3,https://www.delfriscosgrille.com/location/del-friscos-grille-new-york-ny/,False
New York,The Russian Tea Room,"150 W 57th St, New York, NY 10019, USA",40.7648698,-73.9794271,(212) 581-7100,3.9,1863,4,http://www.russiantearoomnyc.com/,False
New York,The Lambs Club,"132 W 44th St, New York, NY 10036, USA",40.756511,-73.984641,(212) 997-5262,4.4,826,3,http://www.thelambsclub.com/,False
New York,The Smith,"956 2nd Ave, New York, NY 10022, USA",40.755202,-73.967987,(212) 644-2700,4.4,5722,2,https://thesmithrestaurant.com/location/midtown/,False
New York,Green Symphony,"255 W 43rd St, New York, NY 10036, USA",40.7577824,-73.9885211,(646) 649-5074,4.5,402,1,https://greensymphony.menu/?utm_source=google,
New York,Trattoria Trecolori,"254 W 47th St, New York, NY 10036, USA",40.7599972,-73.9867421,(212) 997-4540,4.5,2905,2,http://www.trattoriatrecolori.com/,False
New York,Birdland Jazz Club,"315 W 44th St, New York, NY 10036, USA",40.75908889999999,-73.9897175,(212) 581-3080,4.7,4938,3,https://www.birdlandjazz.com/,False
New York,FIG & OLIVE | Fifth Avenue,"10 E 52nd St, New York, NY 10022, USA",40.7594299,-73.9755609,(212) 319-2002,4.3,1828,3,https://www.figandolive.com/location/fig-and-olive-nyc-fifth-avenue/,
New York,Havana Central Times Square,"151 W 46th St, New York, NY 10036, USA",40.7583364,-73.9841591,(212) 398-7440,4.4,6940,2,https://www.havanacentral.com/,False
New York,Wolfgang's Steakhouse - Park Avenue New York City,"4 Park Ave, New York, NY 10016, USA",40.7466662,-73.9819629,(212) 889-3369,4.4,2413,4,http://www.wolfgangssteakhouse.net/,False
New York,Tick Tock Diner NY,"481 8th Ave, New York, NY 10001, USA",40.75242,-73.993544,(212) 268-8444,3.9,7305,2,http://www.ticktockdinerny.com/,True
New York,fresh&co,"363 7th Ave, New York, NY 10001, USA",40.7484743,-73.99205189999999,(212) 333-7374,4.2,531,2,https://www.freshandco.com/,True
New York,STK Steakhouse Midtown NYC,"1114 6th Ave, New York, NY 10036, USA",40.754721,-73.982759,(646) 624-2455,4.8,36932,3,https://stksteakhouse.com/en-us/location/nyc-midtown/?utm_source=google&utm_medium=organic&utm_campaign=gbp,False
New York,Café China,"59 W 37th St, New York, NY 10018, USA",40.75157129999999,-73.9858221,(212) 213-2810,4.3,3094,2,http://cafechina.nyc/,False
New York,Victor's Cafe Cuban Restaurant,"236 W 52nd St, New York, NY 10019, USA",40.7628851,-73.9841351,(212) 586-7714,4.4,2558,2,https://victorscafe.com/,False
New York,Oceana,"120 W 49th St, New York, NY 10020, USA",40.7597641,-73.9823074,(212) 759-5941,4.5,1534,4,https://www.oceanarestaurant.com/,False
New York,Sushi Yasuda,"204 E 43rd St, New York, NY 10017, USA",40.7511139,-73.97350829999999,(212) 972-1001,4.4,1562,4,https://sushiyasuda.com/,False
New York,La Masseria NY,"235 W 48th St, New York, NY 10036, USA",40.76088499999999,-73.9863,(212) 582-2111,4.5,1646,3,http://www.lamasserianyc.com/,False
New York,Bill's Bar & Burger,"16 W 51st St, New York, NY 10019, USA",40.7592896,-73.9775348,(212) 705-8510,4.3,7343,2,https://www.billsbarandburger.com/location/bills-bar-and-burger-rockefeller-center/,False
New York,The Yale Club,"50 Vanderbilt Ave, New York, NY 10017, USA",40.7540226,-73.9774703,(212) 716-2100,4.6,784,,http://www.yaleclubnyc.org/,True
New York,Marseille,"630 9th Ave, New York, NY 10036, USA",40.7597451,-73.9913945,(212) 333-2323,4.7,5271,2,https://marseillenyc.com/,False
New York,Benjamin Steakhouse,"Inside The Chemists' Club Hotel, 52 E 41st St, New York, NY 10017, USA",40.7516345,-73.9790926,(212) 297-9177,4.5,2689,4,http://benjaminsteakhouse.com/nyc/?utm_source=tripadvisor&utm_medium=ta41&utm_campaign=web,False
New York,Sparks Steak House,"210 E 46th St, New York, NY 10017, USA",40.7529737,-73.9720665,(212) 687-4855,4.5,2544,4,https://sparkssteakhouse.com/,False
New York,Comfort Inn Manhattan,"42 W 35th St, New York, NY 10001, USA",40.7498048,-73.9860667,(212) 947-0200,3.6,28,,https://www.choicehotels.com/new-york/new-york/comfort-inn-hotels/ny548,
New York,Scarpetta,"88 Madison Ave, New York, NY 10016, USA",40.74458180000001,-73.9856202,(212) 691-0555,4.6,3179,3,https://www.scarpettarestaurants.com/location/scarpetta-new-york-city/,False
New York,Michael's New York,"24 W 55th St, New York, NY 10019, USA",40.7620797,-73.97644380000001,(212) 767-0555,4.5,381,3,http://michaelsnewyork.com/,False
New York,Toloache,"251 W 50th St, New York, NY 10019, USA",40.7622222,-73.98561939999999,(212) 581-1818,4.4,2773,2,https://www.toloachenyc.com/,False
New York,Patsy's Italian Restaurant,"236 W 56th St, New York, NY 10019, USA",40.7656391,-73.9827408,(212) 247-3491,4.3,2133,3,http://www.patsys.com/,False
New York,Bubba Gump Shrimp Co.,"1501 Broadway, New York, NY 10036, USA",40.7572071,-73.9863737,(212) 391-7100,4.3,16140,2,https://www.bubbagump.com/location/bubba-gump-new-york-ny/,False
New York,Dallas BBQ,"241 W 42nd St, New York, NY 10036, USA",40.7570239,-73.98866260000001,(212) 221-9000,4.1,15048,2,https://www.dallasbbq.com/times-square,False
