city,name,address,location_lat,location_lng,phone,rating,reviews,price_level,website,open_now
New York,Robbins Miriam R DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,1,1,,,
New York,"Dr. Victor A. Gittleman, DMD","30 Central Park S Front 2c, New York, NY 10019, USA",40.7649426,-73.9751139,(212) 486-6211,5,1,,http://www.cpsdent.com/,True
New York,Chang Michael w DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,http://www.nyu.edu/,
New York,"Andrew B. Schenkel, DMD, MS","345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,,
New York,Kerr Alexander R DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,5,1,,,
New York,Karlis Vasiliki D DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,http://www.nyu.edu/,
New York,"Dr. Norman Sorkin, DMD","345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,,
New York,Golikeri Sumitra S DDS,"345 E 24th St, New York, NY 10010, USA",40.7379477,-73.9782152,(212) 998-9800,,,,http://www.nyu.edu/,
New York,Brown Marion S DDS,"150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 752-7937,5,3,,,False
New York,"Richard B. Smith, DDS","150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680108,(212) 752-7937,5,3,,https://www.sdnydental.com/about/meet-dr-smith/,False
New York,"Robert D. Lipschutz, DMD, PC","57 W 57th St #705, New York, NY 10019, USA",40.76446900000001,-73.97666699999999,(212) 752-3001,5,127,,https://www.drlipschutz.com/?utm_source=gmb_auth,False
New York,New York General Dentistry,"133 E 58th St Ste 409, New York, NY 10022, USA",40.7619525,-73.9689326,(212) 838-0842,5,369,,https://newyorkgeneraldentistry.com/?utm_source=GMBlisting&utm_medium=organic,False
New York,Fletcher Paul D DDS,"150 E 58th St #3200, New York, NY 10155, USA",40.7611007,-73.9680109,(212) 752-7937,,,,,False
New York,Smile Central Park - Manhattan NY,"30 Central Park S RM 13C, New York, NY 10019, USA",40.7649517,-73.9750827,(332) 234-9042,4.7,315,,https://smilecentralpark.com/,False
New York,Jin Jie DDS,"274 Madison Ave # 1201, New York, NY 10016, USA",40.75143629999999,-73.9807223,(212) 681-8799,5,4,,,
New York,Judy Kenneth DDS,"122 E 42nd St #2511, New York, NY 10168, USA",40.7511977,-73.976591,(212) 697-0047,,,,http://drkennethjudy.com/contact.php,
New York,"Manhattan Prosthetic Dentistry: John Sobel, DDS","630 5th Ave Suites 1853-1854, New York, NY 10111, USA",40.758995,-73.97729799999999,(212) 541-6220,,,,http://manhattanpd.com/,False
New York,"Perio NYC West: David P. Pitman, DMD","30 Central Park S RM 4A, New York, NY 10019, USA",40.7649517,-73.9750827,(212) 888-2833,4.7,43,,https://www.perionyc.com/,False
New York,Linhart Dentistry,"230 Park Ave #1164, New York, NY 10169, USA",40.7545738,-73.9764709,(212) 682-5180,4.9,403,,http://www.drlinhart.com/,False
New York,University Dental Associates,"330 W 42nd St, New York, NY 10036, USA",40.7576238,-73.99147529999999,(212) 947-4280,,,,https://dental.nyu.edu/,
New York,Jared Shore DMD,"30 Central Park S RM 3B, New York, NY 10019, USA",40.7649517,-73.9750827,(212) 832-0808,5,33,,http://drjaredshore.com/,False
New York,Thyme Dental Care,"57 W 57th St #702, New York, NY 10019, USA",40.764358,-73.976494,(212) 688-3472,4.9,284,,http://www.thymedentalcare.com/,False
New York,Cornell University Oral/maxillo,"525 E 68th St, New York, NY 10065, USA",40.7646404,-73.9540279,(212) 746-5175,,,,https://weill.cornell.edu/units/oral-and-maxillofacial-surgery-dentistry,
New York,New York City Cosmetic Dentistry Center,"30 Central Park S #12a, New York, NY 10019, USA",40.7649945,-73.9751056,(212) 688-3838,5,25,,https://www.drbraverman.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile&utm_content=listing,False
New York,"Lee Gause, DDS","575 Madison Ave 23rd Floor, New York, NY 10022, USA",40.761781,-73.9723693,(646) 278-4579,4.9,416,,https://www.smiledesignmanhattan.com/provider/lee-gause-dds,False
New York,"Dr. Carolyn Van Buskirk, DDS","30 Central Park S RM 2A, New York, NY 10019, USA",40.7649155,-73.97512619999999,(212) 688-0824,5,51,,https://carolynvanbuskirk.com/,False
New York,American Society For Dental,"635 Madison Ave, New York, NY 10022, USA",40.7636668,-73.9709945,(212) 751-3263,,,,,
New York,"James E. Jacobs, DDS","10 E 53rd St 25th Floor, New York, NY 10022, USA",40.7597568,-73.9753786,(212) 371-5250,4.9,151,,https://www.drjamesjacobs.com/,False
New York,Pegler Deena DMD,"133 E 58th St # 416, New York, NY 10022, USA",40.7619814,-73.9689028,(212) 371-9698,4.5,16,,http://drpegler.com/,False
New York,"Dr. Robert Schulman, DMD","635 Madison Ave, New York, NY 10022, USA",40.7637152,-73.9709963,(212) 752-1662,,,,http://www.gelbcenter.com/,
New York,Ferro Peter DDS,"30 Central Park S Apt 7b, New York, NY 10019, USA",40.7650267,-73.9709074,(212) 206-8824,3,2,,http://www.peterpferrodmd.com/,
New York,"Alliance Dental Arts, PC","515 Madison Ave, New York, NY 10022, USA",40.7597267,-73.973744,(212) 752-1252,5,1,,,
New York,"Pamela L. Hunte, D.D.S.","275 Madison Ave #1818, New York, NY 10016, USA",40.7511372,-73.9799501,(212) 682-2892,5,294,,http://www.pamelahuntedentistry.com/,False
New York,CitiDentalGroup - A Dental365 Company,"240 Madison Ave 12th floor, New York, NY 10016, USA",40.7500335,-73.9816254,(212) 685-2890,4.8,374,,https://www.godental365.com/location/ny/new-york-county/citidentalgroup-a-dental365-company?utm_source=gbp&utm_medium=organic,False
